"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"32799",36,"admin.","single","university.degree","no","yes","no","cellular","may","mon",85,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"1785",47,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",285,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"4476",42,"retired","married","basic.9y","unknown","no","no","telephone","may","tue",129,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"29435",36,"blue-collar","divorced","basic.6y","no","yes","no","cellular","apr","mon",339,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"20758",52,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",559,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"6555",38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","wed",75,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"13649",25,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",506,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"28811",39,"admin.","divorced","high.school","no","yes","yes","cellular","apr","thu",433,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"33115",30,"self-employed","married","professional.course","no","no","no","cellular","may","tue",34,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"13262",47,"blue-collar","married","basic.4y","no","no","no","cellular","jul","wed",127,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"32030",42,"admin.","married","high.school","no","unknown","unknown","cellular","may","thu",878,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"yes"
"40417",41,"admin.","divorced","high.school","no","yes","no","cellular","aug","fri",258,2,6,3,"success",-1.7,94.027,-38.3,0.905,4991.6,"yes"
"1483",57,"services","married","basic.6y","no","no","no","telephone","may","thu",43,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"17897",58,"housemaid","married","university.degree","no","yes","no","cellular","jul","tue",597,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"9176",35,"unemployed","married","university.degree","no","yes","yes","telephone","jun","fri",272,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"15614",43,"admin.","married","high.school","no","no","no","cellular","jul","mon",999,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
"34194",28,"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",135,2,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"2658",41,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","wed",194,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"24841",43,"technician","married","professional.course","no","yes","no","telephone","nov","tue",89,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"35329",41,"admin.","single","high.school","no","yes","no","cellular","may","fri",333,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"3999",52,"management","married","high.school","unknown","no","no","telephone","may","mon",31,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"21912",45,"management","married","university.degree","no","yes","no","cellular","aug","wed",88,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1941",51,"entrepreneur","married","basic.4y","unknown","no","no","telephone","may","fri",277,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"16279",27,"admin.","single","university.degree","no","no","no","cellular","jul","tue",1237,7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
"2362",36,"entrepreneur","married","university.degree","no","yes","no","telephone","may","tue",135,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"1321",37,"blue-collar","married","basic.4y","no","no","yes","telephone","may","thu",280,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"13331",56,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",289,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"23002",38,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",19,11,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"4102",42,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","mon",503,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"19976",58,"self-employed","married","university.degree","no","yes","no","cellular","aug","fri",173,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"24222",40,"entrepreneur","divorced","university.degree","no","no","no","cellular","nov","mon",121,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"37677",33,"admin.","married","high.school","no","yes","no","cellular","aug","wed",206,4,999,0,"nonexistent",-2.9,92.201,-31.4,0.854,5076.2,"no"
"8152",30,"technician","single","university.degree","no","no","no","telephone","jun","tue",174,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"17817",56,"admin.","divorced","university.degree","no","no","no","cellular","jul","tue",213,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"13687",31,"technician","single","university.degree","no","yes","yes","cellular","jul","thu",328,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"34110",31,"entrepreneur","single","university.degree","no","yes","no","cellular","may","wed",318,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"10231",32,"technician","single","high.school","no","no","no","telephone","jun","mon",68,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"34998",52,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",283,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"14611",45,"blue-collar","married","basic.4y","no","no","no","cellular","jul","tue",157,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"40356",40,"admin.","married","high.school","no","no","yes","cellular","aug","tue",654,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.899,4991.6,"yes"
"13265",31,"housemaid","married","basic.9y","no","yes","no","cellular","jul","wed",219,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"23300",52,"admin.","divorced","university.degree","unknown","no","no","cellular","aug","wed",191,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"28969",25,"admin.","single","high.school","no","no","no","cellular","apr","fri",178,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"20084",44,"admin.","married","high.school","no","no","no","cellular","aug","mon",116,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"33222",38,"entrepreneur","married","unknown","unknown","no","no","cellular","may","tue",1272,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes"
"26177",29,"blue-collar","married","high.school","no","no","no","cellular","nov","wed",854,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"31301",43,"blue-collar","married","basic.9y","no","no","yes","cellular","may","wed",179,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"11648",53,"blue-collar","married","basic.4y","no","no","yes","telephone","jun","fri",16,22,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"38701",81,"unknown","divorced","unknown","unknown","yes","no","cellular","nov","mon",263,1,999,1,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes"
"20377",37,"technician","single","university.degree","no","yes","no","cellular","aug","tue",178,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"22352",32,"self-employed","single","university.degree","no","yes","no","cellular","aug","thu",148,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"2120",38,"technician","married","professional.course","no","no","no","telephone","may","mon",80,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"19181",51,"admin.","married","high.school","no","no","no","cellular","aug","tue",178,4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"38615",55,"admin.","married","basic.9y","no","no","no","cellular","nov","mon",154,3,999,0,"nonexistent",-3.4,92.649,-30.1,0.722,5017.5,"no"
"17215",35,"services","single","basic.9y","no","no","no","cellular","jul","fri",102,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"25070",40,"services","married","high.school","no","no","no","cellular","nov","tue",51,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"20660",29,"technician","single","professional.course","no","yes","yes","cellular","aug","wed",106,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"33270",29,"services","married","basic.9y","no","no","no","cellular","may","tue",212,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"37831",46,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",445,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.829,5076.2,"yes"
"34215",34,"blue-collar","married","high.school","no","yes","no","cellular","may","wed",96,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"33869",48,"admin.","divorced","unknown","no","yes","no","cellular","may","wed",16,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"7079",36,"services","married","high.school","unknown","yes","no","telephone","may","thu",117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"26782",29,"services","married","basic.9y","no","yes","yes","cellular","nov","thu",142,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"29707",35,"blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","mon",107,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"22999",55,"management","married","university.degree","no","no","no","cellular","aug","mon",372,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
"1894",33,"services","married","high.school","no","no","no","telephone","may","fri",73,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"8141",26,"admin.","married","high.school","no","no","no","telephone","jun","tue",48,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"23793",35,"technician","single","university.degree","no","yes","no","cellular","aug","fri",105,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"21588",40,"admin.","married","high.school","no","yes","no","cellular","aug","tue",195,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"11613",36,"admin.","married","university.degree","no","yes","no","telephone","jun","fri",11,3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"27360",47,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",127,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"8974",36,"admin.","married","basic.9y","no","yes","no","telephone","jun","thu",622,4,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"31002",40,"technician","married","professional.course","no","yes","no","cellular","may","tue",211,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"16905",42,"management","married","high.school","no","no","no","cellular","jul","thu",204,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"5806",31,"admin.","single","high.school","no","yes","no","telephone","may","mon",100,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"35528",24,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",155,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"21660",45,"technician","married","high.school","no","yes","yes","cellular","aug","tue",474,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"31218",37,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",225,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"28550",30,"management","single","university.degree","no","yes","no","cellular","apr","wed",692,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
"8265",30,"blue-collar","married","unknown","no","no","yes","telephone","jun","tue",118,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"36338",58,"retired","divorced","high.school","no","yes","no","cellular","jun","tue",663,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"yes"
"39761",32,"services","single","university.degree","no","no","yes","cellular","may","fri",473,3,999,0,"nonexistent",-1.8,93.876,-40,0.699,5008.7,"yes"
"31714",49,"admin.","divorced","high.school","no","yes","no","cellular","may","thu",168,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"37561",25,"student","single","high.school","no","no","no","cellular","aug","fri",253,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no"
"10727",43,"admin.","married","university.degree","no","yes","no","telephone","jun","tue",411,6,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"21506",46,"blue-collar","married","basic.6y","unknown","yes","no","cellular","aug","tue",143,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"17829",55,"retired","married","high.school","no","yes","yes","cellular","jul","tue",394,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"40015",60,"management","married","university.degree","no","yes","yes","cellular","jul","thu",395,1,4,2,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes"
"34892",31,"admin.","single","university.degree","no","yes","no","cellular","may","fri",33,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"9433",55,"admin.","married","basic.4y","unknown","no","no","telephone","jun","fri",1469,9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes"
"31993",47,"management","married","university.degree","no","yes","no","cellular","may","thu",127,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"39003",38,"unemployed","single","high.school","no","yes","no","cellular","dec","mon",1002,3,10,1,"success",-3,92.713,-33,0.717,5023.5,"no"
"16005",31,"admin.","single","high.school","no","no","no","cellular","jul","tue",17,7,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"22993",38,"admin.","married","high.school","no","yes","yes","cellular","aug","mon",90,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"36167",38,"management","married","university.degree","no","no","no","telephone","may","wed",165,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
"15826",35,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","mon",580,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"8756",36,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",179,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
"28191",22,"student","single","high.school","no","no","no","cellular","apr","tue",194,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
"3067",29,"admin.","single","university.degree","no","yes","yes","telephone","may","wed",266,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"11727",31,"entrepreneur","single","university.degree","unknown","no","no","telephone","jun","fri",22,12,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"14744",26,"technician","single","professional.course","no","no","no","cellular","jul","wed",161,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"31053",36,"blue-collar","single","professional.course","unknown","yes","no","cellular","may","wed",206,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
"30398",24,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",342,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
"9219",52,"entrepreneur","married","university.degree","unknown","no","yes","telephone","jun","fri",60,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"37328",30,"admin.","single","university.degree","no","no","no","cellular","aug","tue",156,1,999,2,"failure",-2.9,92.201,-31.4,0.883,5076.2,"no"
"33588",33,"blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",235,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"28177",56,"management","married","university.degree","no","no","no","cellular","apr","tue",72,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
"38506",81,"retired","married","university.degree","unknown","yes","yes","cellular","oct","tue",327,2,6,1,"success",-3.4,92.431,-26.9,0.728,5017.5,"no"
"24071",57,"retired","divorced","university.degree","no","yes","no","telephone","nov","tue",21,1,999,0,"nonexistent",-0.1,93.2,-42,4.7,5195.8,"no"
"25452",32,"blue-collar","single","high.school","no","yes","no","cellular","nov","wed",108,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"38173",49,"technician","divorced","unknown","no","yes","yes","cellular","oct","thu",81,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,"no"
"7562",43,"technician","married","professional.course","unknown","yes","no","telephone","may","fri",53,5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"14234",35,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",292,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"33717",38,"admin.","married","university.degree","no","yes","yes","cellular","may","wed",134,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"26081",29,"admin.","married","university.degree","no","no","no","cellular","nov","wed",406,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"20495",48,"admin.","married","university.degree","no","yes","no","telephone","aug","tue",58,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"32116",32,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","fri",157,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"30978",33,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","tue",670,2,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"yes"
"9574",56,"technician","divorced","professional.course","unknown","yes","no","telephone","jun","mon",123,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"34747",45,"entrepreneur","divorced","university.degree","no","yes","yes","telephone","may","thu",72,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"35221",32,"technician","single","university.degree","no","no","yes","cellular","may","fri",137,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"10844",48,"technician","married","professional.course","unknown","yes","no","telephone","jun","wed",321,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"30462",39,"admin.","married","high.school","no","no","no","cellular","may","mon",597,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
"37543",61,"retired","married","basic.9y","no","yes","no","telephone","aug","fri",176,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"no"
"31874",36,"blue-collar","married","basic.9y","no","no","no","cellular","may","thu",56,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"35046",39,"admin.","married","university.degree","no","no","no","cellular","may","fri",272,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"8418",40,"blue-collar","divorced","basic.9y","unknown","no","yes","telephone","jun","tue",1259,6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
"4660",46,"self-employed","married","university.degree","no","yes","yes","telephone","may","wed",323,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"33166",44,"admin.","divorced","high.school","no","no","no","cellular","may","tue",214,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"16272",49,"admin.","single","high.school","no","yes","no","cellular","jul","tue",470,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"14396",44,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","mon",358,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"34927",41,"blue-collar","married","basic.4y","no","yes","no","cellular","may","fri",302,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"1687",29,"management","single","university.degree","no","yes","no","telephone","may","fri",123,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"37792",51,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",133,1,999,1,"failure",-2.9,92.201,-31.4,0.838,5076.2,"no"
"12014",29,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","thu",190,1,999,0,"nonexistent",1.4,94.465,-41.8,4.955,5228.1,"no"
"1398",35,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",102,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"20039",52,"blue-collar","married","basic.4y","no","no","no","cellular","aug","mon",209,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"40500",30,"admin.","single","university.degree","no","no","no","cellular","aug","fri",177,6,6,3,"success",-1.7,94.027,-38.3,0.898,4991.6,"yes"
"10734",28,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jun","tue",89,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"22986",56,"services","married","high.school","no","no","no","cellular","aug","mon",153,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"6353",43,"admin.","married","high.school","no","no","no","telephone","may","tue",157,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"31855",39,"entrepreneur","married","basic.6y","no","no","no","cellular","may","thu",121,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"6742",41,"admin.","married","high.school","no","no","no","telephone","may","wed",249,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"5232",27,"technician","single","professional.course","no","yes","no","telephone","may","fri",27,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"22599",29,"technician","single","professional.course","no","no","no","cellular","aug","fri",152,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"7191",33,"admin.","married","high.school","no","yes","no","telephone","may","thu",764,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"21334",37,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",89,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"15953",35,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","mon",88,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"13230",37,"technician","single","professional.course","unknown","no","no","cellular","jul","wed",482,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"13193",59,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","wed",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"15634",27,"technician","single","professional.course","no","no","no","cellular","jul","mon",93,7,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"15580",29,"admin.","single","university.degree","no","no","no","telephone","jul","fri",277,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"20261",42,"housemaid","married","basic.4y","no","yes","no","cellular","aug","mon",173,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"12632",31,"admin.","married","high.school","no","no","no","cellular","jul","mon",87,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"10873",46,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",67,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"4790",37,"services","married","high.school","unknown","no","no","telephone","may","wed",112,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"36808",30,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",288,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"3996",44,"unknown","married","basic.6y","no","yes","yes","telephone","may","mon",115,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"36511",39,"admin.","married","university.degree","no","no","no","cellular","jun","wed",2219,1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"no"
"33695",28,"technician","married","basic.9y","no","yes","no","cellular","may","wed",23,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"12170",58,"management","married","university.degree","no","no","no","telephone","jul","tue",55,1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,"no"
"17367",42,"self-employed","married","university.degree","unknown","no","yes","cellular","jul","mon",95,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"30768",43,"blue-collar","married","basic.9y","unknown","unknown","unknown","cellular","may","tue",46,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
"22830",39,"admin.","married","university.degree","no","yes","yes","cellular","aug","mon",116,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"33395",39,"blue-collar","married","basic.4y","no","no","yes","cellular","may","tue",300,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"37008",30,"admin.","single","university.degree","no","no","yes","cellular","jul","mon",207,2,999,0,"nonexistent",-2.9,92.469,-33.6,1.048,5076.2,"no"
"17924",45,"admin.","married","university.degree","no","no","no","cellular","jul","tue",114,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"3038",33,"management","married","high.school","no","no","no","telephone","may","wed",52,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"29199",37,"admin.","married","high.school","no","yes","no","cellular","apr","fri",207,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"24280",42,"technician","married","professional.course","unknown","yes","no","cellular","nov","mon",94,1,4,1,"success",-0.1,93.2,-42,4.191,5195.8,"no"
"38527",35,"management","married","university.degree","no","yes","no","cellular","oct","wed",1118,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
"22553",29,"admin.","married","university.degree","no","no","no","cellular","aug","fri",604,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes"
"21720",36,"technician","single","high.school","no","yes","yes","cellular","aug","tue",629,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"4554",24,"admin.","single","high.school","no","no","no","telephone","may","tue",172,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"15129",39,"housemaid","divorced","basic.9y","no","no","no","cellular","jul","thu",926,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes"
"38159",35,"admin.","married","high.school","no","yes","no","cellular","oct","thu",194,1,4,1,"success",-3.4,92.431,-26.9,0.754,5017.5,"yes"
"6136",30,"self-employed","married","basic.9y","no","no","no","telephone","may","tue",148,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"22403",45,"blue-collar","married","illiterate","no","yes","no","cellular","aug","fri",127,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"38797",32,"self-employed","married","university.degree","no","no","no","cellular","nov","thu",707,2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
"15393",26,"blue-collar","single","high.school","no","no","no","cellular","jul","fri",102,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"15987",31,"blue-collar","single","high.school","no","no","no","cellular","jul","tue",78,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"31797",27,"blue-collar","single","basic.9y","unknown","yes","yes","cellular","may","thu",101,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"19214",38,"technician","married","professional.course","no","no","yes","cellular","aug","wed",120,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
